source_id,title,publisher,published_date,accessed_date,url,claim_supported,evidence_type,confidence,supporting_excerpt,limitations,notes
C18,"WebMD Reports Fourth Quarter and Full Year 2016 Financial Results",WebMD Health Corp. (Shareholder.com/SEC),2017-02-16,2026-07-07,https://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/corporate/press-releases/2017/WBMD_News_2017_2_16_General_Releases_2.pdf,"WebMD FY2016 total revenue $705.0M; advertising/sponsorship revenue $561.3M (80% of total); biopharma/medical device $437.0M",Verified,High,"Revenue was $705.0 million compared to $636.4 million in the prior year, an increase of 11%. Advertising and sponsorship revenue was $561.3 million","Audited public-company financial results, last full year before Internet Brands take-private",""
C19,"WebMD Teardown Analysis | Internet Brands Strategy & UX",NextSprints,2025 (est.),2026-07-07,https://nextsprints.com/guide/internet-brands-webmd-product-teardown-analysis,"WebMD 2025 estimated 80M+ MAU, ~$780M annual revenue, 38% market share (post-acquisition, privately held)",Third-party estimate,Low,"With over 80 million monthly active users and an estimated annual revenue of $780 million in 2025, WebMD maintains a dominant 38% market share","WebMD is privately held since 2017; no audited figures available to verify this estimate",""
C20,"How A Focus On Quality And Discipline Revived Healthline Media",AdExchanger,2019-04-17,2026-07-07,https://www.adexchanger.com/the-sell-sider/how-a-focus-on-quality-and-discipline-revived-healthline-media/,"Healthline >$100M revenue (2018), 60%+ YoY audience growth, 150 direct advertisers, 32% prioritize audience quality/cost-per-qualified-user KPI",Verified,Medium,"The profitable company racked up more than $100 million in revenue last year...For about 32% of our advertisers, their first or second metric is audience quality, or cost per qualified user","Executive interview (Healthline exec quoted), not audited financials since Healthline/Internet Brands is private",""
C21,"Healthline Surges to the #1 Health Media Property in the U.S.",Healthline Media (company press release),2019-07-22,2026-07-07,https://healthlinemedia.com/news/healthline-surges-to-the-1-health-media-property-in-the-u-s-passing-webmd-for-the-first-time,"Healthline surpassed WebMD in unique visitors 2019",Company claim,Medium,"Healthline has surpassed WebMD Health by more than 5 million unique visitors","Self-reported company press release",""
C22,"FTC Enforcement Action to Bar GoodRx from Sharing Consumers' Sensitive Health Info for Advertising",Federal Trade Commission,2023-01-31,2026-07-07,https://www.ftc.gov/news-events/news/press-releases/2023/02/ftc-enforcement-action-bar-goodrx-sharing-consumers-sensitive-health-info-advertising,"GoodRx $1.5M penalty; shared health data w/ Facebook/Google/Criteo for ad targeting since 2017; 55M+ consumers affected since 2017",Verified,High,"GoodRx will pay a $1.5 million civil penalty for failing to report its unauthorized disclosure of consumer health data to Facebook, Google, and other companies","Official FTC regulatory press release - primary source",""
C23,"GoodRx Stipulated Order for Permanent Injunction, Civil Penalty Judgment, and Other Relief",Federal Trade Commission (court filing),2023,2026-07-07,https://search.ftc.gov/system/files/ftc_gov/pdf/goodrx_stipulated_order_for_permanent_injunction_civil_penalty_judgment_and_other_relief.pdf,"Legal text of GoodRx order: permanent ban on disclosing Health Information to third parties for advertising purposes; contextual/non-personalized advertising exception preserved; 20-year recordkeeping",Verified,High,"Defendant...are permanently restrained and enjoined from disclosing Health Information to Third Parties for Advertising Purposes...contextual advertising, meaning non-personalized advertising shown as part of a consumer's current interaction...provided that the consumer's Covered Information is not disclosed to another Third Party","Primary legal document - the actual court order",""
C24,"FTC slaps $1.5M fine on GoodRx for sharing users' health data with Facebook and Google",TechCrunch,2023-02-01,2026-07-07,https://techcrunch.com/2023/02/01/ftc-slaps-online-pharmacy-goodrx-for-sharing-users-health-data-with-facebook-and-google/,"Detail on GoodRx targeting mechanics: uploaded emails/phone numbers of heart-disease/blood-pressure medication purchasers to Facebook for ad targeting",Verified,High,"GoodRx compiled lists of its users who bought certain medications — heart disease and blood pressure, specifically — and uploaded their email addresses, phone numbers and pseudonymized device advertising IDs to Facebook","Contemporaneous journalism citing FTC complaint directly",""
C25,"GoodRx Reports Fourth Quarter and Full Year 2024 Results",GoodRx Holdings Inc. (BusinessWire/Investor Relations),2025-02-27,2026-07-07,https://investors.goodrx.com/news-releases/news-release-details/goodrx-reports-fourth-quarter-and-full-year-2024-results,"GoodRx FY2024 revenue $792.3M; prescription transactions $577.5M; subscription $86.5M; pharma manufacturer solutions $107.2M (+26% YoY); 7M+ monthly active consumers",Verified,High,"Pharma manufacturer solutions revenue increased 26% to $107.2 million compared to $85.1 million...We exited the fourth quarter of 2024 with over 7 million prescription-related consumers","Audited public-company financial results (Nasdaq:GDRX)",""
C26,"Form 10-K for GoodRx Holdings Inc, filed 2026-02-26",GoodRx Holdings Inc. (SEC 10-K),2026-02-26,2026-07-07,https://investors.goodrx.com/static-files/bad42c0b-8a43-4bd8-843f-945ae3d380be,"GoodRx business model description: fee earned per GoodRx code use including repeat refills without re-presenting code; revenue mix trends",Verified,High,"We earn revenue upon the initial usage of the GoodRx code when the consumer realizes savings...we continue to earn revenue when the consumer returns to the pharmacy for refills and new prescriptions","Audited SEC 10-K filing",""
C27,"GoodRx Reports Fourth Quarter and Full Year 2025 Results",GoodRx Holdings Inc. (Investor Relations),2026-02-25,2026-07-07,https://investors.goodrx.com/news-releases/news-release-details/goodrx-reports-fourth-quarter-and-full-year-2025-results,"GoodRx FY2025 revenue $796.9M (~flat YoY); subscription revenue declined 3% to $83.8M",Verified,High,"Subscription revenue decreased 3% to $83.8 million compared to $86.5 million...Revenue increased 1% to $796.9 million","Audited public-company financial results",""
C28,"Why Woebot Shut Down (And What It Tells Us About AI Therapy)",ILTY (industry blog),2026-04-16,2026-07-07,https://ilty.co/blog/why-woebot-shut-down,"Woebot consumer app shutdown June 30 2025 after ~8 years; three-tier consumer mental health monetization failure pattern (free/subscribers $5-15/mo/high-acuity unviable)",Opinion/commentary,Medium,"On June 30, 2025, Woebot Health retired its consumer-facing chatbot...Subscribers — the middle group, paying $5-15/month. Drives revenue but has high churn","Industry blog written by a competitor in the same market (potential bias), but factual shutdown details corroborated elsewhere","Author discloses competitive position in the piece"
C29,"Why Wysa Failed: Unit Economics",UnicornBurn (Startup Autopsy),2026-06-02,2026-07-07,https://unicornburn.com/autopsy/wysa-funding-crisis-uk,"Wysa: 6M users/95 countries; $20M Series B from Google/W Health; <2% free-to-paid conversion; NHS/employer B2B pivot slow",Third-party estimate/opinion,Low,"Despite 6 million users across 95 countries, the company failed to convert free users to paid subscriptions at meaningful rates, with B2B NHS and employer contracts proving slow to close","Autopsy/retrospective analysis site; sourcing methodology not fully transparent",""
C30,"Why Real Failed: Unit Economics",UnicornBurn (Startup Autopsy),2026-06-02,2026-07-07,https://unicornburn.com/autopsy/real-mental-health-app-usa,"Real: $18M raised, $28/month subscription, 200K downloads, shut down March 2024, founder called market 'broken'",Third-party estimate/opinion,Low,"Real, a mental health app founded by Ariela Safira...shut down abruptly in March 2024...Safira publicly stated the mental health app market was 'broken'","Autopsy/retrospective analysis site",""
C31,"FTC Fines Online Mental Healthcare Company $7.1M",AAPC Knowledge Center,2024-05-08,2026-07-07,https://www.aapc.com/blog/90568-ftc-fines-online-mental-healthcare-company-7-1m/,"Cerebral FTC fine: $7.1M+ (refunds+penalty) for sharing 3M+ patients' data with TikTok/Meta/Google for advertising; deceptive cancellation practices",Verified,High,"Cerebral, Inc. (Cerebral) is ordered to pay in excess of $7 million in refunds and penalties for sharing the personal health information of more than 3 million clients with third parties such as TikTok, Meta, and Google","Summary of official FTC action; details corroborate FTC.gov original release",""
C32,"Part 1: Talkspace Crushed It. Investors Got Crushed.",Beyond Billions (Substack),2026-03-18,2026-07-07,https://beyondbillions.substack.com/p/talkspace-crushed-it-investors-got,"Talkspace DTC-to-payer pivot: 2025 revenue $229M (+22% YoY), payer revenue +38% YoY, EBITDA positive, UHS acquisition $835M; BetterHelp/Teladoc declining 2 years under DTC/paid-social model",Third-party analysis/opinion,Medium,"By 2025, Talkspace reported full-year revenue of approximately $229 million, representing 22% year-over-year growth. Payer revenue grew 38%...BetterHelp grew to nearly $1 billion in revenue inside Teladoc...Revenue has been declining for two years","Independent analyst commentary/newsletter, not an audited primary source, though cites company-reported figures",""
C33,"Our Programs | Pfizer RxPathways",Pfizer Inc.,n.d.,2026-07-07,https://www.pfizerrxpathways.com/our-programs,"Pfizer Patient Assistance Program and Institutional PAP eligibility criteria (≤300% FPL, uninsured)",Verified,High,"Be at or below 300% of the Federal Poverty Level, adjusted for family size","Company program page, eligibility criteria self-described",""
C34,"Merck Patient Assistance Programs to Help Those in Need",Merck & Co.,n.d.,2026-07-07,https://www.merckhelps.com/,"Merck PAP provides free medicines/vaccines to uninsured/underinsured patients",Verified,High,"the company provides certain medicines and adult vaccines for free to people who do not have prescription drug or health insurance coverage","Company program page",""
C35,"Novartis Patient Assistance Foundation",Novartis Patient Assistance Foundation Inc.,n.d.,2026-07-07,https://pap.novartis.com/,"Novartis PAP run through independent 501(c)(3) foundation, separate legal entity from Novartis",Verified,High,"Novartis Patient Assistance Foundation, Inc. (NPAF) is an independent, 501(c)(3) non-profit entity that provides certain medications at no cost to eligible patients","Foundation's own program description; confirms legal separateness structure",""
C36,"Amgen Safety Net Foundation",Amgen Safety Net Foundation,2025-12-12,2026-07-07,https://amgensafetynetfoundation.com/,"Amgen Safety Net Foundation provides free Amgen medicines since 2001, no fee to patients",Verified,High,"Since 2001, the Amgen Safety Net Foundation (ASNF) has helped hundreds of thousands of patients with financial need gain access to Amgen medicines at no cost","Foundation's own program description",""
C37,"GSK Patient Assistance Program | GSKForYou",GSK,n.d.,2026-07-07,https://gskforyou.com/programs/patient-assistance-program/,"GSK PAP managed by independent 501(c)(3) GSK Patient Access Programs Foundation, separate from GSK",Verified,High,"Are managed by the GSK Patient Access Programs Foundation, an independent, 501(c)(3) charitable, non-commercial entity, separate from GSK","Company/foundation program page",""
C38,"Lyra Health Pricing 2026: Hidden Costs & Total ROI Revealed",ITQlick,n.d. (2026 context),2026-07-07,https://www.itqlick.com/lyra-health/pricing,"Lyra employer-sponsored plans $120-220/mo/employee; individual plans $150-300/mo; premium psychiatry plans $250-350/mo; comparison deltas for Modern Health/Spring Health/Talkspace/Headspace",Third-party estimate,Low,"Lyra Health operates on a membership-based system. Individual membership plans range from $150 to $300 per month...Employer-sponsored plans range from $120 to $220 per month, with employers often covering 50-90% of the cost","Third-party vendor-comparison/review site, not Lyra's own published rate card; pricing is customized and not publicly disclosed by Lyra itself",""
C39,"10+ Best Lyra Health Alternatives (2026): Hidden Costs Revealed",ITQlick,2026-02-05,2026-07-07,https://www.itqlick.com/lyra-health/competitors,"Lyra $120-220/mo employer-sponsored; Spring Health estimated $100-180/mo (delta $20-40 less than Lyra)",Third-party estimate,Low,"Spring Health | Machine learning-based personalized care...Estimated $100-180/month","Same vendor-comparison-site methodology limitation as C38",""
C40,"Lyra Health Review (2026)",VirtualCareFinder,n.d. (2026 context),2026-07-07,https://virtualcarefinder.com/providers/lyra-health,"Lyra is B2B-only (no direct-to-consumer pathway); employer covers cost; typically 8-25 covered sessions/year",Third-party estimate,Low,"Lyra Health is a B2B mental health benefits platform — it does not sell directly to individual patients but rather to employers...typically 8–25 sessions per year","Third-party review site, not Lyra's own disclosure",""
C41,"What to Consider When Choosing a Mental Health Solution for Your Employee Benefits Program",Gallagher (via JDSupra),2023-07-19,2026-07-07,https://www.jdsupra.com/legalnews/what-to-consider-when-choosing-a-mental-2436167/,"General EAP-style mental health benefit cost benchmark: $3-9 PEPM",Third-party estimate,Medium,"The cost of mental health benefits typically falls between $3–$9 PEPM","Benefits-consulting industry source, general benchmark not company-specific",""
C42,"Lyra Brings Outcomes-Based Pricing to Mental Health",Lyra Health (company blog),2025-07-24,2026-07-07,https://www.lyrahealth.com/blog/lyra-brings-outcomes-based-pricing-mental-health/,"Lyra shift to outcomes-based pricing: no fixed PEPM fee, pay for care delivered, bonus/credit tied to performance benchmarks",Company claim,Medium,"As the first to offer outcomes-based pricing for mental health care, we've eliminated fixed fees and tied care costs to performance...If we hit agreed-upon targets, we collect a bonus payment. Miss a target? You get a credit","Company's own announcement of its pricing strategy - self-reported, no independent verification of actual outcomes achieved",""
C43,"How an outcomes-based EAP pricing model aligns solution incentives with value",Spring Health (company blog),2025-09-12,2026-07-07,https://www.springhealth.com/blog/outcomes-based-eap-pricing-model-solution-incentives,"Traditional 'bundled' PEPM fixed-fee model described as industry baseline, contrasted with outcomes-based pricing",Company claim,Medium,"Bundled: Employers pay a fixed monthly fee for every eligible employee – typically a per-employee-per-month (PEPM) fee – regardless of [outcomes]","Company blog explaining its own pricing philosophy",""
C44,"NeedyMeds",NeedyMeds (nonprofit),n.d.,2026-07-07,https://needymeds.org/,"NeedyMeds aggregates manufacturer PAPs and free-clinic resources as nonprofit intermediary, not ad-monetized",Verified,Medium,"At NeedyMeds, we are a dedicated nonprofit organization committed to improving access to affordable healthcare for individuals in need","Org's own self-description",""
C45,"Pharmaceutical Manufacturer Patient Assistance Program Information",Centers for Medicare & Medicaid Services (CMS),n.d.,2026-07-07,https://www.cms.gov/medicare/coverage/prescription-drug-coverage/patient-assistance-program,"PAPs operate 'outside the Part D benefit' to preserve separateness from government drug-benefit accounting",Verified,High,"PAPs can provide assistance to Part D enrollees and interface with Part D plans by operating 'outside the Part D benefit' to ensure separateness of Part D benefits and PAP assistance","Official US government regulatory guidance",""
C46,"Life Sciences and Direct-to-Consumer Television Advertising: An Update on Industry Utilization",IQVIA,2025-10-01,2026-07-07,https://www.iqvia.com/locations/united-states/blogs/2025/10/life-science-and-direct-to-consumer-television-advertising,"Pharma DTC TV ad spend >$6B in 2024; 75 brands spent $10M+ each; declining ROI trend over past decade",Third-party estimate,Medium,"In 2024, pharmaceutical companies spent over $6 billion on DTC TV advertising across all channels, with 75 brands each investing at least $10 million in television promotion","Industry data/analytics firm (IQVIA) blog, methodology partially disclosed",""
C47,"Pharmaceutical Contract Sales Organizations Price in Northern America",IndexBox,2026-04-27,2026-07-07,https://www.indexbox.io/search/pharmaceutical-contract-sales-organizations-price-evidence-northern-america-2026/,"Pharma CSO contract size tiers: full-service $5-50M/contract; specialized $500K-5M; hybrid $100-300K/FTE/year; virtual CSO $50-500K/project",Third-party estimate,Low,"Full-service CSO (end-to-end commercialization) | 5000000-50000000 USD/contract...Typical contract value $10-50M over 3-5 years","Market-research/pricing-intelligence vendor; underlying data sourcing not fully transparent, presented as 'modeled indicative corridors'",""
C48,"Pharma ABM Agency Guide 2026: Costs, Compliance, and When a Platform Beats a Retainer",Abmatic AI (vendor blog),2026-06-03,2026-07-07,https://abmatic.ai/blog/pharma-abm-agency-guide-2026,"Pharma/life-sciences marketing agency retainer bands: $5-15K/mo pilot, $15-40K+/mo structured program, 20-40% premium over generalist agencies; 9-18 month deal cycles for pharma-SaaS/medtech",Third-party estimate,Low,"A pharma or life-sciences ABM agency in 2026 will quote the same retainer bands as the broader market - roughly $5,000-$15,000/month for a pilot and $15,000-$40,000+/month for a structured program...An 9-18 month medtech or pharma-SaaS deal cycle","Vendor content (sells ABM platform) - inherent promotional bias in favor of platform vs. agency framing",""
R01,"When is an authorization required from the patient before a provider or health plan engages in marketing to that individual? (HIPAA FAQ 278)",HHS.gov (Office for Civil Rights),2007-03-23,2026-07-07,https://www.hhs.gov/hipaa/for-professionals/faq/278/when-is-patient-authorization-required-for-marketing/index.html,"HIPAA marketing definition and authorization requirement; two narrow exceptions (face-to-face, nominal gift)",regulation,high,"The HIPAA Privacy Rule expressly requires an authorization for uses or disclosures of protected health information for ALL marketing communications, except in two circumstances","FAQ restates regulation; not itself binding but accurately summarizes 45 CFR 164.508","Primary HHS source"
R02,"45 CFR 164.508 - Uses and disclosures for which an authorization is required",Cornell Legal Information Institute (e-CFR text),2026-07-07,2026-07-07,https://www.law.cornell.edu/cfr/text/45/164.508,"Statutory text of HIPAA marketing authorization requirement, including third-party-remuneration clause with no exceptions",regulation,high,"If the marketing involves financial remuneration...to the covered entity from a third party, the authorization must state that such remuneration is involved","Mirror of official CFR text via LII, not GPO/eCFR directly, but textually authoritative","Directly supports Section 1.1 of regulatory_notes.md"
R03,"Use of Online Tracking Technologies by HIPAA Covered Entities and Business Associates (Bulletin, as amended, with post-litigation disclaimer)",HHS.gov (Office for Civil Rights),2022-12-01,2026-07-07,https://www.hhs.gov/hipaa/for-professionals/privacy/guidance/hipaa-online-tracking/index.html,"OCR position on tracking technologies on authenticated vs unauthenticated webpages; disclaimer noting partial vacatur by N.D. Tex.",sub-regulatory guidance,high,"Tracking technologies on a regulated entity's user-authenticated webpages generally have access to PHI...disclosures of PHI to tracking technology vendors for marketing purposes, without individuals' HIPAA compliant authorizations, would constitute impermissible disclosures","Guidance document, not binding regulation; portion on unauthenticated-webpage IP-address combination was vacated by court in 2024","Directly supports Section 1.2"
R04,"Am. Hosp. Ass'n v. Becerra, N.D. Tex. Order (June 20, 2024)",Casetext (court opinion),2024-06-20,2026-07-07,https://casetext.com/case/am-hosp-assn-v-becerra-9,"Court vacated 'Proscribed Combination' portion of OCR online tracking guidance as exceeding HIPAA statutory authority; declined to enjoin enforcement entirely",primary_legal_source,high,"the Proscribed Combination, as set forth in the HHS Bulletin of March 18, 2024, is UNLAWFUL, as it was promulgated in clear excess of HHS's authority under HIPAA","Court decision; only vacated the specific IP-address/unauthenticated-webpage combination, not all tracking guidance","Central to unsettled-law framing in Section 1.2 and Key Findings"
R05,"Texas District Court Vacates OCR's HIPAA Bulletin on Online Tracking Technologies, But Issues Mixed Decision",Wilson Sonsini (law firm client alert),2024-06-25,2026-07-07,https://www.wsgr.com/en/insights/texas-district-court-vacates-ocrs-hipaa-bulletin-on-online-tracking-technologies-but-issues-mixed-decision.html,"Firm analysis of scope/limits of the AHA v. Becerra ruling; notes FTC Act, HBNR, and state law still apply",firm_commentary,medium,"Even if the Texas district court's order is upheld, Section 5 of the FTC Act, the FTC's recently revised Health Breach Notification Rule (HBNR), and state privacy laws may still restrict how regulated companies can collect, use, and disclose the personal information of visitors to unauthenticated public webpages","Law firm opinion/commentary, not primary law; framed as advisory","Supports 'state law/FTC still apply' framing throughout notes"
R06,"OCR Withdraws Appeal of District Court Order...Vacating the 'Proscribed Combination' Portion of Its HIPAA Online Tracking Technologies Guidance",Epstein Becker Green (Health Law Advisor blog),2024-08-29,2026-07-07,https://www.healthlawadvisor.com/ocr-withdraws-appeal-of-district-court-order-declaring-unlawful-and-vacating-the-proscribed-combination-portion-of-its-hipaa-online-tracking-technologies-guidance,"Confirms OCR withdrew its Fifth Circuit appeal on Aug 29 2024, leaving vacatur in place with no replacement guidance yet",firm_commentary,medium,"OCR initially appealed the District Court's order to the Fifth Circuit; however, on August 29, 2024, OCR withdrew its appeal","Firm blog post; procedural fact (appeal withdrawal) is verifiable but framing/analysis is the firm's own","Confirms current unsettled status as of research date"
R07,"GoodRx Holdings, Inc. (case page)",Federal Trade Commission (ftc.gov legal library),2023-01-23,2026-07-07,https://www.ftc.gov/legal-library/browse/cases-proceedings/2023090-goodrx-holdings-inc,"First FTC Health Breach Notification Rule enforcement action; case overview",primary_legal_source,high,"The Federal Trade Commission has taken enforcement action for the first time under its Health Breach Notification Rule against the telehealth and prescription drug discount provider GoodRx Holdings, Inc.","Official FTC case page","Anchor citation for Section 2.2"
R08,"GoodRx Stipulated Order for Permanent Injunction, Civil Penalty Judgment, and Other Relief",Federal Trade Commission (court filing),2023-02-17,2026-07-07,https://search.ftc.gov/system/files/ftc_gov/pdf/goodrx_stipulated_order_for_permanent_injunction_civil_penalty_judgment_and_other_relief.pdf,"$1.5M civil penalty; prohibition on sharing health data with third parties for advertising; breach-notification remedial terms",primary_legal_source,high,"Defendant violated the HBNR by failing to notify individuals and the Commission of a Breach of Security of Unsecured PHR Identifiable Health Information","Stipulated order; GoodRx neither admits nor denies allegations except as stated","Full legal text of the remedy discussed in Section 2.2 and risk table"
R09,"First FTC Health Breach Notification Rule case addresses GoodRx's not-so-good privacy practices",Federal Trade Commission (Business Blog),2023-02-01,2026-07-07,https://www.ftc.gov/business-guidance/blog/2023/02/first-ftc-health-breach-notification-rule-case-addresses-goodrxs-not-so-good-privacy-practices,"Plain-language FTC summary of GoodRx violations and novel no-sharing-for-advertising remedy",agency_commentary,high,"the order imposes a flat-out prohibition on GoodRx sharing user health data with applicable third parties for advertising purposes. It's a novel remedy","FTC's own blog, informal but authoritative agency interpretation of its enforcement action","Corroborates R07/R08"
R10,"BetterHelp: Final Decision and Order",Federal Trade Commission (agency order),2023-07-14,2026-07-07,https://search.ftc.gov/system/files/ftc_gov/pdf/2023169betterhelpfinalorder.pdf,"Final FTC order banning BetterHelp from disclosing Treatment Information/Covered Information for advertising; consumer notice text",primary_legal_source,high,"Respondent...are prohibited from disclosing to a Third Party for the purposes of advertising, marketing, promoting, offering, offering for sale, or selling any product or service: (1) Treatment Information; and (2) Covered Information for the purpose of targeting the consumer","Final agency order; BetterHelp neither admits nor denies allegations except jurisdictional facts","Central precedent for mental-health-specific FTC risk in Section 2.3 and risk table"
R11,"FTC to Ban BetterHelp from Revealing Consumers' Data, Including Sensitive Mental Health Information, to Facebook and Others for Targeted Advertising",Federal Trade Commission (press release),2023-03-02,2026-07-07,https://www.ftc.gov/news-events/news/press-releases/2023/03/ftc-ban-betterhelp-revealing-consumers-data-including-sensitive-mental-health-information-facebook,"$7.8M consumer refund; facts of intake-questionnaire data shared with Facebook/Snapchat/Pinterest/Criteo for retargeting",agency_commentary,high,"BetterHelp used and revealed consumers' email addresses, IP addresses, and health questionnaire information to Facebook, Snapchat, Criteo, and Pinterest for advertising purposes","Official FTC press release","Primary factual source for the BetterHelp fact pattern discussed throughout notes"
R12,"FTC Finalizes Changes to the Health Breach Notification Rule",Federal Trade Commission (press release),2024-04-25,2026-07-07,https://www.ftc.gov/news-events/news/press-releases/2024/04/ftc-finalizes-changes-health-breach-notification-rule,"Announces 2024 final HBNR amendments; scope now includes health apps and similar technologies",agency_commentary,high,"The Federal Trade Commission today announced it has finalized changes to the Health Breach Notification Rule (HBNR) that will strengthen and modernize the rule","Official FTC announcement","Anchor for Section 2.1"
R13,"Health Breach Notification Rule (Final Rule text, 16 CFR Part 318)",Federal Trade Commission (Federal Register / ftc.gov),2024-04-25,2026-07-07,https://www.ftc.gov/system/files/ftc_gov/pdf/hbnr_final_rule_04_25.pdf,"Full final rule text: scope clarifications, breach-of-security definition, PHR-related-entity definition, notice content/timing",regulation,high,"amendments...clarify the Rule's scope, including its coverage of developers of many health applications...revise the definition of breach of security to clarify that a breach of security includes data security breaches and unauthorized disclosures","Official Federal Register final rule text","Primary regulatory citation for Section 2.1"
R14,"Updated FTC Health Breach Notification Rule puts new provisions in place to protect users of health apps and devices",Federal Trade Commission (Business Blog),2024-04-25,2026-07-07,https://www.ftc.gov/business-guidance/blog/2024/04/updated-ftc-health-breach-notification-rule-puts-new-provisions-place-protect-users-health-apps,"Plain-language walkthrough of 2024 HBNR amendments, including unauthorized-disclosure-as-breach clarification and effective date",agency_commentary,high,"a breach of security under the Rule includes not just data security breaches but also unauthorized disclosures of health data, including sharing of health data without an individual's authorization","FTC's own blog; informal but authoritative","Effective date confirmation (July 29, 2024) cross-checked against Jones Day summary (R15)"
